bad_reviews_size	city	longitude	latitude	state
21	Las Vegas	-115.1745716	36.10218517	NV
21	Las Vegas	-115.1716661	36.11025031	NV
21	Las Vegas	-115.1758183	36.1177282	NV
21	Las Vegas	-115.1748496	36.11151943	NV
20	Las Vegas	-115.202146	36.1059072	NV
19	Las Vegas	-115.1559363	36.10788	NV
18	Las Vegas	-115.1738191	36.1071613	NV
18	Las Vegas	-115.16868	36.10826216	NV
17	Las Vegas	-115.17698	36.107406	NV
17	Las Vegas	-115.1745933	36.1120238	NV
16	Las Vegas	-115.1655364	36.1152568	NV
16	Las Vegas	-115.1185532	36.01045227	NV
16	Las Vegas	-115.2062973	36.1262669	NV
16	Las Vegas	-115.193971	36.126177	NV
16	Las Vegas	-115.1701225	36.12227644	NV
16	Las Vegas	-115.1613043	36.1382994	NV
15	Las Vegas	-115.239955	36.144667	NV
15	Las Vegas	-115.1977579	36.12558489	NV
15	Las Vegas	-115.195282	36.114442	NV
15	Las Vegas	-115.1169844	36.009253	NV
14	Las Vegas	-115.1707596	36.12336781	NV
14	Las Vegas	-115.1736404	36.12115593	NV
14	Las Vegas	-115.1934267	36.12648882	NV
13	Las Vegas	-115.167691	36.103053	NV
13	Las Vegas	-115.167691	36.103053	NV
13	Las Vegas	-115.1433842	36.1698382	NV
13	Las Vegas	-115.216317	36.143685	NV
13	Las Vegas	-115.1754258	36.06643559	NV
13	Las Vegas	-115.16908	36.124201	NV
13	Las Vegas	-115.1979065	36.1259079	NV
13	Las Vegas	-115.1893946	36.11788994	NV
13	Las Vegas	-115.1745164	36.12154889	NV
13	Las Vegas	-115.1735405	36.10951566	NV
12	Las Vegas	-115.146372	36.124423	NV
12	Las Vegas	-115.17106	36.12008	NV
12	Las Vegas	-115.206417	36.179939	NV
12	Las Vegas	-115.138595	36.169089	NV
12	Las Vegas	-115.169723	36.1437574	NV
12	Las Vegas	-115.177875	36.11706	NV
12	Las Vegas	-115.1749074	36.11763191	NV
11	Las Vegas	-115.187298	36.118117	NV
11	Las Vegas	-115.278523	36.057847	NV
11	Las Vegas	-115.189863	36.1265155	NV
11	Las Vegas	-115.2422681	36.144758	NV
11	Las Vegas	-115.1765871	36.09193885	NV
11	Las Vegas	-115.1748137	36.10987091	NV
11	Las Vegas	-115.3335	36.15640328	NV
11	Las Vegas	-115.1634847	36.1130255	NV
11	Las Vegas	-115.1706648	36.1247554	NV
11	Las Vegas	-115.2234519	36.1256634	NV
11	Las Vegas	-115.1746381	36.0123	NV
11	Las Vegas	-115.150967	36.085176	NV
11	Las Vegas	-115.1732124	36.109622	NV
11	Las Vegas	-115.1717784	36.10209118	NV
11	Las Vegas	-115.145281	36.17145	NV
11	Las Vegas	-115.1969938	36.1263784	NV
11	Las Vegas	-115.1727629	36.1050739	NV
10	Las Vegas	-115.1646591	36.13766706	NV
10	Las Vegas	-115.2081784	36.1154362	NV
10	Las Vegas	-115.170958	36.112535	NV
10	Las Vegas	-115.1686692	36.12355948	NV
10	Las Vegas	-115.170512	36.108854	NV
10	Las Vegas	-115.1588934	36.1320477	NV
10	Las Vegas	-115.1721598	36.1293929	NV
10	Las Vegas	-115.1222548	36.1000026	NV
10	Las Vegas	-115.1693962	36.1033743	NV
10	Las Vegas	-115.1538714	36.1100828	NV
10	Las Vegas	-115.118622	36.115194	NV
10	Las Vegas	-115.1767584	36.1044875	NV
10	Las Vegas	-115.1462365	36.17121662	NV
9	Las Vegas	-115.146372	36.124423	NV
9	Las Vegas	-115.1753788	36.09194095	NV
9	Las Vegas	-115.146372	36.124423	NV
9	Las Vegas	-115.1753788	36.09194095	NV
9	Las Vegas	-115.292824	36.1597905	NV
9	Las Vegas	-115.146866	36.14323	NV
9	Las Vegas	-115.1722861	36.11514588	NV
9	Las Vegas	-115.175769	36.10845843	NV
9	Las Vegas	-115.177814	36.0930659	NV
9	Las Vegas	-115.1931095	36.15880562	NV
9	Las Vegas	-115.17698	36.111978	NV
9	Las Vegas	-115.1736796	36.12316083	NV
9	Las Vegas	-115.166951	36.10623464	NV
9	Las Vegas	-115.15304	36.150704	NV
9	Las Vegas	-115.1681462	36.11028292	NV
9	Las Vegas	-115.171051	36.12595131	NV
9	Las Vegas	-115.1772583	36.09454564	NV
9	Las Vegas	-115.2246536	36.1233887	NV
9	Las Vegas	-115.1766196	36.095474	NV
9	Las Vegas	-115.1725257	36.11129865	NV
9	Las Vegas	-115.137613	36.10351	NV
9	Las Vegas	-115.1690687	36.12443395	NV
8	Las Vegas	-115.2502497	36.1585717	NV
8	Las Vegas	-115.1391984	36.08282213	NV
8	Las Vegas	-115.2502497	36.1585717	NV
8	Las Vegas	-115.1391984	36.08282213	NV
8	Las Vegas	-115.1525895	36.10829438	NV
8	Las Vegas	-115.1541358	36.1171148	NV
8	Las Vegas	-115.165905	36.127684	NV
8	Las Vegas	-115.13894	36.166723	NV
8	Las Vegas	-115.261435	36.112983	NV
8	Las Vegas	-115.1693773	36.12179155	NV
8	Las Vegas	-115.1428262	36.14356626	NV
8	Las Vegas	-115.1904588	36.1261484	NV
8	Las Vegas	-115.1785827	36.10627719	NV
8	Las Vegas	-115.171781	36.115023	NV
8	Las Vegas	-115.1977704	36.1269341	NV
8	Las Vegas	-115.1779473	36.0692146	NV
8	Las Vegas	-115.244158	36.047306	NV
8	Las Vegas	-115.1674461	36.12768447	NV
8	Las Vegas	-115.172601	36.115606	NV
8	Las Vegas	-115.1726	36.118793	NV
8	Las Vegas	-115.175717	36.0089972	NV
8	Las Vegas	-115.3115031	36.1588974	NV
8	Las Vegas	-115.1705533	36.11026599	NV
8	Las Vegas	-115.175557	36.098909	NV
8	Las Vegas	-115.1707506	36.10178699	NV
8	Las Vegas	-115.1850251	36.10116577	NV
8	Las Vegas	-115.333584	36.156094	NV
8	Las Vegas	-115.1535379	36.1141583	NV
7	Las Vegas	-115.1535379	36.1141583	NV
7	Las Vegas	-115.1761294	36.10732731	NV
7	Las Vegas	-115.1514119	36.1362847	NV
7	Las Vegas	-115.2892847	36.1646182	NV
7	Las Vegas	-115.1723599	36.1160369	NV
7	Las Vegas	-115.1535379	36.1141583	NV
7	Las Vegas	-115.1761294	36.10732731	NV
7	Las Vegas	-115.1514119	36.1362847	NV
7	Las Vegas	-115.2892847	36.1646182	NV
7	Las Vegas	-115.1723599	36.1160369	NV
7	Las Vegas	-115.1552059	36.14770952	NV
7	Las Vegas	-115.1759299	36.06815239	NV
7	Las Vegas	-115.1684173	36.13974493	NV
7	Las Vegas	-115.1768402	36.0687779	NV
7	Las Vegas	-115.1726642	36.0683629	NV
7	Las Vegas	-115.1924263	36.1167899	NV
7	Las Vegas	-115.173874	36.109779	NV
7	Las Vegas	-115.1463978	36.1709704	NV
7	Las Vegas	-115.267485	36.143368	NV
7	Las Vegas	-115.2870029	36.1667009	NV
7	Las Vegas	-115.134574	36.101467	NV
7	Las Vegas	-115.2072046	36.1564508	NV
7	Las Vegas	-115.208014	36.094661	NV
7	Las Vegas	-115.1703644	36.12761515	NV
7	Las Vegas	-115.1749124	36.01143871	NV
7	Las Vegas	-115.1726313	36.1094391	NV
7	Las Vegas	-115.136389	36.175	NV
7	Las Vegas	-115.153225	36.04279791	NV
7	Las Vegas	-115.1421457	36.1718694	NV
7	Las Vegas	-115.1696112	36.1214517	NV
7	Las Vegas	-115.2231413	36.1256877	NV
7	Las Vegas	-115.1377866	36.1035184	NV
7	Las Vegas	-115.2096534	36.1270432	NV
7	Las Vegas	-115.117185	36.028936	NV
7	Las Vegas	-115.2968895	36.09584878	NV
7	Las Vegas	-115.2274763	36.10034571	NV
7	Las Vegas	-115.223604	36.115274	NV
7	Las Vegas	-115.1720087	36.15936622	NV
7	Las Vegas	-115.1763005	36.11226905	NV
7	Las Vegas	-115.174105	36.121237	NV
7	Las Vegas	-115.1755579	36.09188476	NV
7	Las Vegas	-115.1687256	36.12300251	NV
7	Las Vegas	-115.3007512	36.1465677	NV
7	Las Vegas	-115.334816	36.15838983	NV
7	Las Vegas	-115.1758946	36.09701407	NV
7	Las Vegas	-115.1767584	36.1044875	NV
7	Las Vegas	-115.172601	36.115606	NV
7	Las Vegas	-115.1427714	36.169971	NV
6	Las Vegas	-115.1650191	36.1317781	NV
6	Las Vegas	-115.1599789	36.1136101	NV
6	Las Vegas	-115.1455617	36.17242455	NV
6	Las Vegas	-115.1758683	36.0928665	NV
6	Las Vegas	-115.1650191	36.1317781	NV
6	Las Vegas	-115.1599789	36.1136101	NV
6	Las Vegas	-115.1455617	36.17242455	NV
6	Las Vegas	-115.1758683	36.0928665	NV
6	Las Vegas	-115.195433	36.115137	NV
6	Las Vegas	-115.1365689	36.144149	NV
6	Las Vegas	-115.1505439	36.08316991	NV
6	Las Vegas	-115.2776613	36.0216397	NV
6	Las Vegas	-115.158088	36.11334	NV
6	Las Vegas	-115.1538305	36.157156	NV
6	Las Vegas	-115.0593911	36.1073052	NV
6	Las Vegas	-115.226559	36.101139	NV
6	Las Vegas	-115.1758142	36.08994986	NV
6	Las Vegas	-115.2566567	36.264515	NV
6	Las Vegas	-115.1834372	36.0411727	NV
6	Las Vegas	-115.1735161	36.1030009	NV
6	Las Vegas	-115.1778752	36.09280689	NV
6	Las Vegas	-115.298266	36.0789703	NV
6	Las Vegas	-115.174531	36.112379	NV
6	Las Vegas	-115.155751	36.14754725	NV
6	Las Vegas	-115.1747074	36.0113116	NV
6	Las Vegas	-115.1711308	36.1590433	NV
6	Las Vegas	-115.2800882	36.29887519	NV
6	Las Vegas	-115.172557	36.109068	NV
6	Las Vegas	-115.2016373	36.1443957	NV
6	Las Vegas	-115.207512	36.123589	NV
6	Las Vegas	-115.1403955	36.168876	NV
6	Las Vegas	-115.177001	36.11199	NV
6	Las Vegas	-115.1226908	36.0576948	NV
6	Las Vegas	-115.213915	36.1267101	NV
6	Las Vegas	-115.209365	36.118178	NV
6	Las Vegas	-115.3010489	36.1460091	NV
6	Las Vegas	-115.1578748	36.1427564	NV
6	Las Vegas	-115.1546953	36.1185522	NV
6	Las Vegas	-115.2440943	36.0458007	NV
6	Las Vegas	-115.1714101	36.11752127	NV
6	Las Vegas	-115.1679198	36.115471	NV
6	Las Vegas	-115.172532	36.118221	NV
6	Las Vegas	-115.197904	36.125908	NV
6	Las Vegas	-115.241332	36.055414	NV
6	Las Vegas	-115.152708	36.108808	NV
6	Las Vegas	-115.172953	36.10156	NV
6	Las Vegas	-115.1715393	36.04899216	NV
6	Las Vegas	-115.17033	36.123618	NV
6	Las Vegas	-115.174566	36.10259	NV
6	Las Vegas	-115.20764	36.105081	NV
6	Las Vegas	-115.2259466	36.2396354	NV
6	Las Vegas	-115.1751119	36.09208085	NV
6	Las Vegas	-115.174098	36.09128	NV
6	Las Vegas	-115.1982164	36.12595131	NV
6	Las Vegas	-115.1935782	36.12639628	NV
6	Las Vegas	-115.178028	36.068926	NV
6	Las Vegas	-115.1725316	36.11201526	NV
6	Las Vegas	-115.1463616	36.1716577	NV
6	Las Vegas	-115.174196	36.011426	NV
6	Las Vegas	-115.205674	36.166261	NV
6	Las Vegas	-115.1739997	36.12160849	NV
6	Las Vegas	-115.1425263	36.14252394	NV
6	Las Vegas	-115.1974681	36.12632118	NV
6	Las Vegas	-115.1451099	36.17409732	NV
6	Las Vegas	-115.1756406	36.09887835	NV
6	Las Vegas	-115.1716626	36.12107224	NV
6	Las Vegas	-115.2960613	36.14385651	NV
6	Las Vegas	-115.147258	36.1594218	NV
6	Las Vegas	-115.1757699	36.1077099	NV
6	Las Vegas	-115.144061	36.171235	NV
6	Las Vegas	-115.1768802	36.0675793	NV
6	Las Vegas	-115.224647	36.126861	NV
6	Las Vegas	-115.1730561	36.0919655	NV
6	Las Vegas	-115.1738726	36.1097544	NV
6	Las Vegas	-115.1390228	36.08851624	NV
5	Las Vegas	-115.2843553	36.1385152	NV
5	Las Vegas	-115.1715273	36.0596893	NV
5	Las Vegas	-115.2843553	36.1385152	NV
5	Las Vegas	-115.1715273	36.0596893	NV
5	Las Vegas	-115.1765744	36.0911934	NV
5	Las Vegas	-115.169611	36.121458	NV
5	Las Vegas	-115.2425995	36.06394959	NV
5	Las Vegas	-115.1659684	36.12578335	NV
5	Las Vegas	-115.206306	36.12659258	NV
5	Las Vegas	-115.173703	36.107291	NV
5	Las Vegas	-115.171528	36.11757443	NV
5	Las Vegas	-115.2682033	36.2074847	NV
5	Las Vegas	-115.2425996	36.11261738	NV
5	Las Vegas	-115.1456451	36.12484206	NV
5	Las Vegas	-115.1659163	36.1275008	NV
5	Las Vegas	-115.1750617	36.10767672	NV
5	Las Vegas	-115.1742465	36.10251518	NV
5	Las Vegas	-115.1682151	36.1275874	NV
5	Las Vegas	-115.136178	36.1051599	NV
5	Las Vegas	-115.1800125	36.1418125	NV
5	Las Vegas	-115.1611434	36.1440928	NV
5	Las Vegas	-115.172501	36.1100668	NV
5	Las Vegas	-115.2034239	36.1258338	NV
5	Las Vegas	-115.171991	36.124829	NV
5	Las Vegas	-115.1726202	36.1183787	NV
5	Las Vegas	-115.3324127	36.15821659	NV
5	Las Vegas	-115.2026403	36.1590061	NV
5	Las Vegas	-115.172435	36.11992826	NV
5	Las Vegas	-115.169191	36.105982	NV
5	Las Vegas	-115.219248	36.143974	NV
5	Las Vegas	-115.1398801	36.16880181	NV
5	Las Vegas	-115.1944248	36.1258871	NV
5	Las Vegas	-115.175625	36.144997	NV
5	Las Vegas	-115.172986	36.128222	NV
5	Las Vegas	-115.245078	36.159706	NV
5	Las Vegas	-115.1450046	36.1730572	NV
5	Las Vegas	-115.1413073	36.1693227	NV
5	Las Vegas	-115.1780638	36.10420481	NV
5	Las Vegas	-115.2665755	36.271407	NV
5	Las Vegas	-115.2188254	36.1259475	NV
5	Las Vegas	-115.13641	36.14217661	NV
5	Las Vegas	-115.1776797	36.0684803	NV
5	Las Vegas	-115.1714324	36.10982351	NV
5	Las Vegas	-115.207338	36.088774	NV
5	Las Vegas	-115.2076699	36.1527015	NV
5	Las Vegas	-115.2430027	36.0359796	NV
5	Las Vegas	-115.2187129	36.125761	NV
5	Las Vegas	-115.1534203	36.1658902	NV
5	Las Vegas	-115.1730752	36.1231538	NV
5	Las Vegas	-115.2084303	36.1423109	NV
5	Las Vegas	-115.117193	36.101984	NV
5	Las Vegas	-115.3289807	36.3257568	NV
5	Las Vegas	-115.22429	36.122985	NV
5	Las Vegas	-115.136639	36.114859	NV
5	Las Vegas	-115.170438	36.110035	NV
5	Las Vegas	-115.1610773	36.1300541	NV
5	Las Vegas	-115.197013	36.126411	NV
5	Las Vegas	-115.1727677	36.1040794	NV
5	Las Vegas	-115.242659	36.21786	NV
5	Las Vegas	-115.1734747	36.0379677	NV
5	Las Vegas	-115.1122526	36.1551051	NV
5	Las Vegas	-115.191825	36.144269	NV
5	Las Vegas	-115.1725531	36.11187658	NV
5	Las Vegas	-115.256851	36.263186	NV
5	Las Vegas	-115.2792233	36.0520299	NV
5	Las Vegas	-115.1542695	36.1186973	NV
5	Las Vegas	-115.1725201	36.1100794	NV
5	Las Vegas	-115.170283	36.112648	NV
5	Las Vegas	-115.1723251	36.12453842	NV
5	Las Vegas	-115.1715481	36.1181192	NV
5	Las Vegas	-115.2245664	36.1280756	NV
5	Las Vegas	-115.1771344	36.06873758	NV
5	Las Vegas	-115.1379938	36.08952868	NV
5	Las Vegas	-115.1952016	36.11530883	NV
5	Las Vegas	-115.174037	36.105289	NV
5	Las Vegas	-115.189951	36.125532	NV
5	Las Vegas	-115.1677039	36.12596392	NV
5	Las Vegas	-115.1416367	36.1694541	NV
5	Las Vegas	-115.1465996	36.17183519	NV
5	Las Vegas	-115.1456348	36.1729353	NV
5	Las Vegas	-115.167501	36.099809	NV
5	Las Vegas	-115.1735161	36.1030009	NV
4	Las Vegas	-115.19723	36.115317	NV
4	Las Vegas	-115.143347	36.171127	NV
4	Las Vegas	-115.1769145	36.10665561	NV
4	Las Vegas	-115.1920337	36.1261443	NV
4	Las Vegas	-115.2069805	35.995344	NV
4	Las Vegas	-115.267744	36.0209438	NV
4	Las Vegas	-115.134347	36.1003692	NV
4	Las Vegas	-115.2910671	36.1607478	NV
4	Las Vegas	-115.168415	36.124582	NV
4	Las Vegas	-115.2870302	36.1666763	NV
4	Las Vegas	-115.1710557	36.04736278	NV
4	Las Vegas	-115.1534885	36.1152177	NV
4	Las Vegas	-115.19723	36.115317	NV
4	Las Vegas	-115.143347	36.171127	NV
4	Las Vegas	-115.1769145	36.10665561	NV
4	Las Vegas	-115.1920337	36.1261443	NV
4	Las Vegas	-115.2069805	35.995344	NV
4	Las Vegas	-115.267744	36.0209438	NV
4	Las Vegas	-115.134347	36.1003692	NV
4	Las Vegas	-115.2910671	36.1607478	NV
4	Las Vegas	-115.168415	36.124582	NV
4	Las Vegas	-115.2870302	36.1666763	NV
4	Las Vegas	-115.1710557	36.04736278	NV
4	Las Vegas	-115.1534885	36.1152177	NV
4	Las Vegas	-115.176247	36.092875	NV
4	Las Vegas	-115.1809762	36.1143876	NV
4	Las Vegas	-115.144266	36.1706341	NV
4	Las Vegas	-115.1439296	36.170384	NV
4	Las Vegas	-115.2424863	36.14621857	NV
4	Las Vegas	-115.3023396	36.2067953	NV
4	Las Vegas	-115.175779	36.095927	NV
4	Las Vegas	-115.172324	36.1245369	NV
4	Las Vegas	-115.1646083	36.1006042	NV
4	Las Vegas	-115.1525455	36.15126861	NV
4	Las Vegas	-115.242846	36.249082	NV
4	Las Vegas	-115.1405528	36.16785039	NV
4	Las Vegas	-115.279439	36.1238755	NV
4	Las Vegas	-115.2442251	36.2182929	NV
4	Las Vegas	-115.1177785	36.0095858	NV
4	Las Vegas	-115.211199	36.125587	NV
4	Las Vegas	-115.1538688	36.10901626	NV
4	Las Vegas	-115.3327977	36.15605433	NV
4	Las Vegas	-115.2904272	36.1638883	NV
4	Las Vegas	-115.169651	36.121176	NV
4	Las Vegas	-115.2986223	36.0770695	NV
4	Las Vegas	-115.2429386	36.0441239	NV
4	Las Vegas	-115.099351	36.1006486	NV
4	Las Vegas	-115.1366241	36.141121	NV
4	Las Vegas	-115.140097	36.169326	NV
4	Las Vegas	-115.183354	36.040386	NV
4	Las Vegas	-115.1353351	36.0286035	NV
4	Las Vegas	-115.1671393	36.12647801	NV
4	Las Vegas	-115.1516318	36.15350412	NV
4	Las Vegas	-115.2067058	35.9954	NV
4	Las Vegas	-115.152279	36.1134879	NV
4	Las Vegas	-115.241409	36.197314	NV
4	Las Vegas	-115.205231	36.1255979	NV
4	Las Vegas	-115.151852	36.121237	NV
4	Las Vegas	-115.2364833	36.1442244	NV
4	Las Vegas	-115.289207	36.16462828	NV
4	Las Vegas	-115.1190908	36.0211192	NV
4	Las Vegas	-115.149618	36.155323	NV
4	Las Vegas	-115.176032	36.118329	NV
4	Las Vegas	-115.1732075	36.10678861	NV
4	Las Vegas	-115.1746185	36.14290352	NV
4	Las Vegas	-115.144061	36.171235	NV
4	Las Vegas	-115.2812874	36.05581682	NV
4	Las Vegas	-115.138026	36.089494	NV
4	Las Vegas	-115.209933	36.1263678	NV
4	Las Vegas	-115.1637269	36.0564161	NV
4	Las Vegas	-115.259312	36.196218	NV
4	Las Vegas	-115.1751614	36.0918639	NV
4	Las Vegas	-115.1733685	36.10442219	NV
4	Las Vegas	-115.165413	36.137736	NV
4	Las Vegas	-115.1976	36.125964	NV
4	Las Vegas	-115.1772567	36.11912594	NV
4	Las Vegas	-115.1938661	36.1440209	NV
4	Las Vegas	-115.2665305	36.2731033	NV
4	Las Vegas	-115.2955864	36.11451716	NV
4	Las Vegas	-115.1730561	36.0919655	NV
4	Las Vegas	-115.2072241	36.03343924	NV
4	Las Vegas	-115.3314012	36.1612	NV
4	Las Vegas	-115.2571252	36.1960224	NV
4	Las Vegas	-115.3171931	36.1585157	NV
4	Las Vegas	-115.2618176	36.11303976	NV
4	Las Vegas	-115.1565929	36.14573502	NV
4	Las Vegas	-115.142535	36.16950173	NV
4	Las Vegas	-115.1972121	36.1443404	NV
4	Las Vegas	-115.1727487	36.1060731	NV
4	Las Vegas	-115.1864851	36.1186984	NV
4	Las Vegas	-115.148335	36.156773	NV
4	Las Vegas	-115.172501	36.1100668	NV
4	Las Vegas	-115.1701939	36.1226902	NV
4	Las Vegas	-115.2230684	36.1759097	NV
4	Las Vegas	-115.2910289	36.1757303	NV
4	Las Vegas	-115.281657	36.2006899	NV
4	Las Vegas	-115.0622978	36.11300198	NV
4	Las Vegas	-115.136831	36.105583	NV
4	Las Vegas	-115.1513485	36.1076658	NV
4	Las Vegas	-115.3216348	36.16042237	NV
4	Las Vegas	-115.1569628	36.1033377	NV
4	Las Vegas	-115.1527541	36.04253156	NV
4	Las Vegas	-115.3146241	36.12888973	NV
4	Las Vegas	-115.170216	36.122988	NV
4	Las Vegas	-115.198971	36.130804	NV
4	Las Vegas	-115.1195912	36.0996904	NV
4	Las Vegas	-115.2890613	36.16331478	NV
4	Las Vegas	-115.1676889	36.10301792	NV
4	Las Vegas	-115.1773675	36.10761796	NV
4	Las Vegas	-115.199059	36.114303	NV
4	Las Vegas	-115.302719	36.144875	NV
4	Las Vegas	-115.1741893	36.11048484	NV
4	Las Vegas	-115.154017	36.12784	NV
4	Las Vegas	-115.173887	36.109883	NV
4	Las Vegas	-115.144061	36.171235	NV
4	Las Vegas	-115.286765	36.282752	NV
4	Las Vegas	-115.1364827	36.01165133	NV
4	Las Vegas	-115.11687	36.072421	NV
4	Las Vegas	-115.178936	36.1438599	NV
4	Las Vegas	-115.1350058	36.11549955	NV
4	Las Vegas	-115.2266305	36.1437858	NV
4	Las Vegas	-115.1892	36.1472	NV
4	Las Vegas	-115.1511364	36.0849963	NV
4	Las Vegas	-115.1542499	36.1134443	NV
4	Las Vegas	-115.2792274	36.0521807	NV
4	Las Vegas	-115.2598768	36.2037425	NV
4	Las Vegas	-115.178605	36.068584	NV
4	Las Vegas	-115.177901	36.1171675	NV
4	Las Vegas	-115.1823137	36.1407035	NV
4	Las Vegas	-115.162951	36.114242	NV
4	Las Vegas	-115.2874864	36.2896115	NV
4	Las Vegas	-115.2016926	36.10313928	NV
4	Las Vegas	-115.1725842	36.1085455	NV
4	Las Vegas	-115.2405562	36.1972177	NV
4	Las Vegas	-115.1735161	36.1030009	NV
4	Las Vegas	-115.278458	36.134956	NV
4	Las Vegas	-115.1669985	36.12617014	NV
4	Las Vegas	-115.177901	36.1171675	NV
4	Las Vegas	-115.1692673	36.10270276	NV
4	Las Vegas	-115.1456365	36.1712266	NV
4	Las Vegas	-115.3315267	36.1608544	NV
4	Las Vegas	-115.2244492	36.04838181	NV
4	Las Vegas	-115.186442	36.118699	NV
4	Las Vegas	-115.1721151	36.1209539	NV
4	Las Vegas	-115.1537389	36.0839998	NV
4	Las Vegas	-115.1498508	36.08358083	NV
4	Las Vegas	-115.172435	36.1181689	NV
4	Las Vegas	-115.152728	36.159147	NV
4	Las Vegas	-115.1638136	36.13694673	NV
4	Las Vegas	-115.092388	36.1161975	NV
4	Las Vegas	-115.1542695	36.1186973	NV
4	Las Vegas	-115.2627634	36.1432711	NV
4	Las Vegas	-115.138026	36.089494	NV
4	Las Vegas	-115.172121	36.116349	NV
3	Las Vegas	-115.1189623	36.0123098	NV
3	Las Vegas	-115.13823	36.1135943	NV
3	Las Vegas	-115.2065845	36.1716799	NV
3	Las Vegas	-115.173315	36.10583003	NV
3	Las Vegas	-115.3092463	36.11354318	NV
3	Las Vegas	-115.2062374	36.2793217	NV
3	Las Vegas	-115.1645622	36.1314967	NV
3	Las Vegas	-115.1497024	36.1151798	NV
3	Las Vegas	-115.139599	36.169116	NV
3	Las Vegas	-115.1192992	36.0131849	NV
3	Las Vegas	-115.168455	36.103191	NV
3	Las Vegas	-115.153687	36.125652	NV
3	Las Vegas	-115.1712045	36.1116957	NV
3	Las Vegas	-115.1189623	36.0123098	NV
3	Las Vegas	-115.13823	36.1135943	NV
3	Las Vegas	-115.2065845	36.1716799	NV
3	Las Vegas	-115.173315	36.10583003	NV
3	Las Vegas	-115.3092463	36.11354318	NV
3	Las Vegas	-115.2062374	36.2793217	NV
3	Las Vegas	-115.1645622	36.1314967	NV
3	Las Vegas	-115.1497024	36.1151798	NV
3	Las Vegas	-115.139599	36.169116	NV
3	Las Vegas	-115.1192992	36.0131849	NV
3	Las Vegas	-115.168455	36.103191	NV
3	Las Vegas	-115.153687	36.125652	NV
3	Las Vegas	-115.1712045	36.1116957	NV
3	Las Vegas	-115.1474047	36.11487547	NV
3	Las Vegas	-115.1275613	36.1584563	NV
3	Las Vegas	-115.204305	35.999183	NV
3	Las Vegas	-115.1526346	36.1084453	NV
3	Las Vegas	-115.175383	36.093647	NV
3	Las Vegas	-115.3334927	36.1507596	NV
3	Las Vegas	-115.1376378	36.08170954	NV
3	Las Vegas	-115.2523959	36.0625875	NV
3	Las Vegas	-115.2990318	36.11572161	NV
3	Las Vegas	-115.177669	36.1070118	NV
3	Las Vegas	-115.0849016	36.133052	NV
3	Las Vegas	-115.2358276	36.242387	NV
3	Las Vegas	-115.1724216	36.10882248	NV
3	Las Vegas	-115.241601	36.194482	NV
