bad_reviews_size	city	longitude	latitude	state
4	Phoenix	-112.0119403	33.4953259	AZ
1	Phoenix	-112.0653473	33.5194664	AZ
1	Phoenix	-112.030849	33.487276	AZ
1	Phoenix	-111.9878697	33.4552907	AZ
3	Phoenix	-111.9778024	33.6106247	AZ
1	Phoenix	-112.080548	33.510317	AZ
2	Phoenix	-112.0732306	33.3937246	AZ
1	Phoenix	-111.9945819	33.304667	AZ
2	Phoenix	-112.0520629	33.4579361	AZ
5	Phoenix	-112.004239	33.316214	AZ
1	Phoenix	-112.0476668	33.4837225	AZ
1	Phoenix	-111.9763848	33.3488977	AZ
3	Phoenix	-112.0741097	33.4505535	AZ
1	Phoenix	-112.0641072	33.6560729	AZ
1	Phoenix	-112.0628096	33.6075585	AZ
1	Phoenix	-112.0733894	33.51350364	AZ
1	Phoenix	-112.171496	33.461319	AZ
1	Phoenix	-112.0264447	33.4657596	AZ
1	Phoenix	-112.0651774	33.5753082	AZ
2	Phoenix	-112.0474809	33.5369963	AZ
1	Phoenix	-111.9976974	33.43559575	AZ
1	Phoenix	-112.0069893	33.4354634	AZ
1	Phoenix	-112.064765	33.470887	AZ
4	Phoenix	-111.981558	33.304703	AZ
2	Phoenix	-112.11792	33.673322	AZ
1	Phoenix	-111.9863622	33.4531987	AZ
1	Phoenix	-111.9756176	33.67526374	AZ
1	Phoenix	-112.064668	33.59547	AZ
2	Phoenix	-112.0646601	33.5060469	AZ
1	Phoenix	-112.1111089	33.71129063	AZ
8	Phoenix	-112.0263625	33.5090903	AZ
10	Phoenix	-112.0739754	33.4977417	AZ
2	Phoenix	-112.004489	33.480174	AZ
5	Phoenix	-112.064508	33.5313101	AZ
1	Phoenix	-112.0477215	33.6403046	AZ
1	Phoenix	-112.0752666	33.4597501	AZ
1	Phoenix	-111.9798909	33.7977694	AZ
1	Phoenix	-112.1310284	33.6108079	AZ
1	Phoenix	-112.118043	33.578121	AZ
3	Phoenix	-112.0305061	33.67831844	AZ
1	Phoenix	-112.0648001	33.5167259	AZ
3	Phoenix	-112.1182988	33.5818729	AZ
1	Phoenix	-111.991311	33.305824	AZ
3	Phoenix	-112.1142778	33.7110102	AZ
4	Phoenix	-112.032374	33.466442	AZ
1	Phoenix	-111.9791357	33.3057984	AZ
2	Phoenix	-112.0734239	33.4473356	AZ
1	Phoenix	-112.0640735	33.5380194	AZ
2	Phoenix	-112.0145498	33.5831492	AZ
4	Phoenix	-112.047393	33.469201	AZ
1	Phoenix	-112.073079	33.386417	AZ
2	Phoenix	-111.9747	33.30617	AZ
1	Phoenix	-112.0470936	33.5026383	AZ
1	Phoenix	-112.065107	33.474605	AZ
1	Phoenix	-112.1514811	33.5240077	AZ
1	Phoenix	-112.065343	33.51042	AZ
1	Phoenix	-112.0651937	33.513796	AZ
2	Phoenix	-111.978526	33.583924	AZ
1	Phoenix	-111.9746066	33.678615	AZ
1	Phoenix	-112.07643	33.484487	AZ
2	Phoenix	-111.985722	33.480692	AZ
8	Phoenix	-112.0723168	33.4576585	AZ
1	Phoenix	-112.1185603	33.6397206	AZ
5	Phoenix	-112.0833763	33.4974892	AZ
2	Phoenix	-112.076718	33.479992	AZ
2	Phoenix	-111.9845139	33.5091049	AZ
3	Phoenix	-112.007051	33.480827	AZ
4	Phoenix	-111.9963126	33.5100523	AZ
1	Phoenix	-112.1324438	33.5527616	AZ
3	Phoenix	-112.0722832	33.4558709	AZ
3	Phoenix	-112.0142073	33.5100591	AZ
10	Phoenix	-112.0656647	33.48774674	AZ
1	Phoenix	-112.028682	33.507962	AZ
1	Phoenix	-112.0737268	33.5147304	AZ
1	Phoenix	-112.013072	33.610554	AZ
1	Phoenix	-112.0474618	33.46596403	AZ
3	Phoenix	-112.0123285	33.6122924	AZ
1	Phoenix	-112.068175	33.459023	AZ
1	Phoenix	-112.0722661	33.45878245	AZ
1	Phoenix	-112.158665	33.494573	AZ
1	Phoenix	-111.9450978	33.4620773	AZ
1	Phoenix	-111.9644412	33.6759107	AZ
6	Phoenix	-112.1000457	33.5038922	AZ
3	Phoenix	-112.074725	33.463172	AZ
1	Phoenix	-112.122882	33.667746	AZ
1	Phoenix	-112.0566214	33.506194	AZ
1	Phoenix	-112.082114	33.5019393	AZ
1	Phoenix	-111.9660359	33.6834408	AZ
1	Phoenix	-112.0983934	33.4364256	AZ
1	Phoenix	-111.9837428	33.3197271	AZ
2	Phoenix	-112.074195	33.513539	AZ
1	Phoenix	-112.0134565	33.58497797	AZ
1	Phoenix	-112.1136564	33.4922526	AZ
1	Phoenix	-112.1697371	33.4652322	AZ
1	Phoenix	-112.1328669	33.6102307	AZ
4	Phoenix	-112.0369542	33.37846402	AZ
4	Phoenix	-112.073306	33.47907	AZ
1	Phoenix	-112.0740511	33.4499524	AZ
7	Phoenix	-112.065323	33.511665	AZ
1	Phoenix	-112.0749148	33.4494739	AZ
1	Phoenix	-112.1122766	33.711091	AZ
4	Phoenix	-112.0241743	33.510034	AZ
5	Phoenix	-112.071886	33.449858	AZ
1	Phoenix	-112.08827	33.297301	AZ
1	Phoenix	-112.038676	33.455036	AZ
3	Phoenix	-111.9749346	33.44619513	AZ
1	Phoenix	-112.0772	33.449188	AZ
1	Phoenix	-112.0740474	33.4493145	AZ
1	Phoenix	-112.2579448	33.4797198	AZ
2	Phoenix	-112.103239	33.509991	AZ
2	Phoenix	-111.9862703	33.5108208	AZ
1	Phoenix	-112.108072	33.557438	AZ
1	Phoenix	-112.117267	33.382596	AZ
2	Phoenix	-112.0741143	33.5005719	AZ
2	Phoenix	-112.02249	33.406669	AZ
2	Phoenix	-112.045816	33.508756	AZ
4	Phoenix	-112.068953	33.459054	AZ
2	Phoenix	-112.021248	33.496155	AZ
1	Phoenix	-112.073239	33.453814	AZ
1	Phoenix	-112.1496637	33.5675268	AZ
1	Phoenix	-112.0735385	33.4560559	AZ
3	Phoenix	-112.0734243	33.4473359	AZ
3	Phoenix	-112.0640942	33.5219014	AZ
1	Phoenix	-112.1082641	33.6832965	AZ
4	Phoenix	-111.995512	33.502429	AZ
2	Phoenix	-112.074725	33.463172	AZ
1	Phoenix	-112.0670265	33.6416167	AZ
1	Phoenix	-112.133752	33.377586	AZ
5	Phoenix	-111.975898	33.495018	AZ
4	Phoenix	-112.063869	33.4949153	AZ
4	Phoenix	-112.0959734	33.6398085	AZ
1	Phoenix	-112.0737079	33.4563262	AZ
1	Phoenix	-112.0662445	33.6080382	AZ
2	Phoenix	-111.9979361	33.43544788	AZ
1	Phoenix	-112.0588374	33.5093453	AZ
3	Phoenix	-112.0676247	33.6398926	AZ
3	Phoenix	-112.1125311	33.4795094	AZ
1	Phoenix	-112.0734903	33.5637599	AZ
1	Phoenix	-112.05026	33.466043	AZ
1	Phoenix	-112.0809787	33.46560237	AZ
1	Phoenix	-111.9944143	33.43408264	AZ
2	Pheonix	-111.9746066	33.678615	AZ
1	Phoenix	-112.166459	33.378921	AZ
1	Phoenix	-112.0388617	33.5062577	AZ
1	Phoenix	-112.076694	33.488449	AZ
2	Phoenix	-112.082017	33.451101	AZ
1	Phoenix	-112.0811234	33.40691757	AZ
1	Phoenix	-111.9477777	33.4606143	AZ
1	Phoenix	-112.0806121	33.5102274	AZ
1	Phoenix	-111.975679	33.319168	AZ
13	Phoenix	-112.0791977	33.491112	AZ
3	Phoenix	-112.1122766	33.711091	AZ
3	Phoenix	-112.0736618	33.38162231	AZ
2	Phoenix	-112.1121638	33.4796942	AZ
2	Phoenix	-112.100731	33.626933	AZ
1	Phoenix	-112.0475	33.641478	AZ
3	Phoenix	-112.1130676	33.7151321	AZ
3	Phoenix	-112.07346	33.566128	AZ
1	Phoenix	-111.9914005	33.32044081	AZ
1	Phoenix	-112.0252066	33.5096147	AZ
1	Phoenix	-112.1150391	33.5242889	AZ
5	Phoenix	-112.077177	33.458871	AZ
4	Phoenix	-111.930086	33.655906	AZ
5	Phoenix	-112.073929	33.429424	AZ
1	Phoenix	-112.0473373	33.4654674	AZ
1	Phoenix	-112.1262987	33.4950335	AZ
1	Phoenix	-112.0636901	33.7977104	AZ
1	Phoenix	-111.9783076	33.5986921	AZ
2	Phoenix	-112.063091	33.508901	AZ
1	Phoenix	-112.1071978	33.5673189	AZ
4	Phoenix	-112.1109268	33.7129789	AZ
1	Phoenix	-111.981342	33.599459	AZ
2	Phoenix	-111.969246	33.504455	AZ
2	Phoenix	-112.001969	33.494927	AZ
5	Phoenix	-112.0650914	33.473125	AZ
4	Phoenix	-112.05858	33.8000531	AZ
1	Phoenix	-112.0652859	33.576891	AZ
2	Phoenix	-111.9770808	33.6130741	AZ
5	Phoenix	-112.040116	33.507557	AZ
4	Phoenix	-112.134592	33.5958365	AZ
2	Phoenix	-111.9978273	33.4352284	AZ
2	Phoenix	-111.9746066	33.678615	AZ
1	Phoenix	-112.0196286	33.640244	AZ
1	Phoenix	-112.2208449	33.4725826	AZ
1	Phoenix	-112.1122384	33.71450555	AZ
5	Phoenix	-112.0272041	33.5102068	AZ
1	Phoenix	-112.0648918	33.5272658	AZ
1	Phoenix	-111.9922854	33.462899	AZ
1	Phoenix	-111.9770187	33.5834449	AZ
11	Phoenix	-111.982113	33.331655	AZ
2	Phoenix	-112.0290667	33.50853302	AZ
1	Phoenix	-111.971852	33.373465	AZ
2	Phoenix	-112.117925	33.576333	AZ
13	Phoenix	-111.9720336	33.376412	AZ
1	Phoenix	-112.044309	33.407065	AZ
1	Phoenix	-112.0647223	33.4589014	AZ
1	Phoenix	-112.0177308	33.4808928	AZ
1	Phoenix	-112.0714244	33.448402	AZ
2	Phoenix	-112.0020575	33.4949347	AZ
2	Phoenix	-112.0656504	33.60680996	AZ
1	Phoenix	-111.9898781	33.4949805	AZ
3	Phoenix	-111.9883722	33.4954826	AZ
1	Phoenix	-112.068594	33.451853	AZ
1	Phoenix	-112.071756	33.448587	AZ
4	Phoenix	-112.0742715	33.4475173	AZ
3	Phoenix	-112.1138012	33.5582243	AZ
1	Phoenix	-112.048079	33.538927	AZ
1	Phoenix	-111.9769813	33.3488797	AZ
1	Phoenix	-112.1140229	33.6414493	AZ
3	Phoenix	-111.929925	33.655629	AZ
2	Phoenix	-112.0739934	33.4493297	AZ
1	Phoenix	-111.97826	33.639783	AZ
2	Phoenix	-111.991311	33.305824	AZ
2	Phoenix	-112.0547498	33.3041671	AZ
1	Phoenix	-112.0738731	33.44699547	AZ
2	Phoenix	-112.0212354	33.4962047	AZ
3	Phoenix	-112.03605	33.597213	AZ
1	Phoenix	-112.1112521	33.71112237	AZ
1	Phoenix	-112.104829	33.7122858	AZ
1	Phoenix	-112.0566279	33.5300156	AZ
1	Phoenix	-112.0699779	33.4571599	AZ
1	Phoenix	-112.133654	33.582758	AZ
1	Phoenix	-112.1181562	33.6034832	AZ
3	Phoenix	-111.9790366	33.6108004	AZ
5	Phoenix	-111.9955879	33.5112348	AZ
1	Phoenix	-112.07707	33.4886989	AZ
1	Phoenix	-112.1503074	33.610642	AZ
1	Phoenix	-112.0653413	33.4658597	AZ
2	Phoenix	-111.9865579	33.5106961	AZ
2	Phoenix	-112.2183881	33.4792484	AZ
10	Phoenix	-112.0986796	33.4669299	AZ
4	Phoenix	-111.9883724	33.4799388	AZ
1	Phoenix	-111.9790882	33.5834254	AZ
3	Phoenix	-111.9802141	33.4244496	AZ
2	Phoenix	-111.9978239	33.47987	AZ
2	Phoenix	-112.040131	33.507455	AZ
2	Phoenix	-111.9945431	33.43401996	AZ
1	Phoenix	-112.0748343	33.44717525	AZ
1	Phoenix	-112.0047638	33.6325785	AZ
3	Phoenix	-112.124527	33.66645432	AZ
1	Phoenix	-112.2223461	33.4805123	AZ
2	Phoenix	-112.1528778	33.49572754	AZ
1	Phoenix	-112.0734183	33.4795416	AZ
2	Phoenix	-111.978772	33.600769	AZ
4	Phoenix	-112.0297844	33.6268737	AZ
1	Phoenix	-112.1342354	33.6095285	AZ
8	Phoenix	-112.0012935	33.4951414	AZ
1	Phoenix	-111.9813995	33.3307646	AZ
4	Phoenix	-112.0357137	33.3762931	AZ
1	Phoenix	-112.0301297	33.6789932	AZ
1	Phoenix	-111.9958949	33.3042146	AZ
3	Phoenix	-112.047023	33.546608	AZ
1	Phoenix	-111.9827648	33.60153781	AZ
10	Phoenix	-111.9798208	33.4948197	AZ
1	Phoenix	-112.0133918	33.58000947	AZ
1	Phoenix	-112.0274938	33.51023364	AZ
3	Phoenix	-112.1347164	33.582048	AZ
1	Phoenix	-112.064673	33.528137	AZ
3	Phoenix	-111.9989955	33.43652689	AZ
1	Phoenix	-112.135113	33.567188	AZ
6	Phoenix	-112.074153	33.46425	AZ
1	Phoenix	-112.0295117	33.3999914	AZ
7	Phoenix	-112.0699863	33.4515753	AZ
2	Phoenix	-111.9878865	33.45532462	AZ
6	Phoenix	-112.0698979	33.4432726	AZ
1	Phoenix	-112.0329027	33.3779323	AZ
1	Phoenix	-112.0686974	33.45243407	AZ
1	Phoenix	-112.072167	33.455863	AZ
1	Phoenix	-111.978627	33.480391	AZ
5	Phoenix	-112.1148748	33.6251764	AZ
3	Phoenix	-112.0834514	33.4987692	AZ
2	Phoenix	-112.076718	33.479992	AZ
1	Phoenix	-112.1142778	33.7110102	AZ
2	Phoenix	-112.0740163	33.449568	AZ
2	Phoenix	-111.9795246	33.6384005	AZ
2	Phoenix	-112.0829863	33.4654508	AZ
1	Phoenix	-111.9762581	33.583068	AZ
2	Phoenix	-111.985242	33.600271	AZ
1	Phoenix	-112.1136745	33.706673	AZ
1	Phoenix	-112.013359	33.5854942	AZ
3	Phoenix	-112.030703	33.451096	AZ
1	Phoenix	-112.132693	33.5389709	AZ
6	Phoenix	-111.9740268	33.3711363	AZ
1	Phoenix	-112.0736825	33.509562	AZ
2	Phoenix	-112.010011	33.639969	AZ
3	Phoenix	-112.0409502	33.5093736	AZ
1	Phoenix	-112.1521682	33.4794837	AZ
1	Phoenix	-112.0308263	33.3786507	AZ
1	Phoenix	-112.0680883	33.64100229	AZ
3	Phoenix	-111.9300279	33.6556844	AZ
1	Phoenix	-112.2020844	33.4812851	AZ
7	Phoenix	-112.0737297	33.3811449	AZ
1	Phoenix	-112.0359509	33.5962271	AZ
2	Phoenix	-111.975816	33.3217349	AZ
1	Phoenix	-112.0083128	33.6418342	AZ
1	Phoenix	-112.128213	33.4949436	AZ
1	Phoenix	-112.068953	33.459054	AZ
2	Phoenix	-112.0123637	33.58217107	AZ
4	Phoenix	-112.116163	33.654271	AZ
4	Phoenix	-112.0020336	33.4370631	AZ
3	Phoenix	-111.9833422	33.31944792	AZ
2	Phoenix	-111.9633667	33.6753442	AZ
1	Phoenix	-112.0473119	33.4949943	AZ
2	Phoenix	-112.1340403	33.6107444	AZ
4	Phoenix	-112.1223356	33.6397092	AZ
2	Phoenix	-112.1142778	33.7110102	AZ
2	Phoenix	-112.0740373	33.4483771	AZ
1	Phoenix	-112.219404	33.481249	AZ
1	Phoenix	-112.2548912	33.4811847	AZ
2	Phoenix	-111.997771	33.479889	AZ
7	Phoenix	-112.0312477	33.6328505	AZ
1	Phoenix	-112.1200308	33.6404404	AZ
1	Phoenix	-112.0113766	33.62659551	AZ
3	Phoenix	-112.0722653	33.4492272	AZ
1	Phoenix	-112.0095457	33.4356207	AZ
1	Phoenix	-112.0832336	33.4882838	AZ
2	Phoenix	-112.0687564	33.5094087	AZ
2	Phoenix	-112.1231013	33.5813089	AZ
2	Phoenix	-112.0301061	33.5094212	AZ
2	Phoenix	-111.987716	33.4722161	AZ
1	Phoenix	-112.1204191	33.569402	AZ
1	Phoenix	-112.047101	33.530335	AZ
9	Phoenix	-112.0656259	33.4493777	AZ
1	Phoenix	-112.069072	33.479778	AZ
2	Phoenix	-111.9893448	33.494594	AZ
1	Phoenix	-112.0832	33.4944	AZ
2	Phoenix	-111.984111	33.480662	AZ
1	Phoenix	-112.097523	33.538913	AZ
2	Phoenix	-112.0467405	33.5092185	AZ
1	Phoenix	-112.062315	33.655825	AZ
2	Phoenix	-112.0719614	33.50960522	AZ
6	Phoenix	-112.0824532	33.5008018	AZ
3	Phoenix	-112.1186121	33.5773157	AZ
4	Phoenix	-112.0670223	33.6400345	AZ
1	Phoenix	-112.112968	33.611402	AZ
1	Phoenix	-112.075677	33.450047	AZ
1	Phoenix	-112.0990906	33.5524748	AZ
1	Phoenix	-112.2220681	33.4946539	AZ
4	Phoenix	-112.070371	33.4564189	AZ
3	Phoenix	-112.100435	33.638733	AZ
3	Phoenix	-112.031298	33.619354	AZ
3	Phoenix	-112.078715	33.5096672	AZ
1	Phoenix	-112.081705	33.655105	AZ
1	Phoenix	-111.959311	33.66203499	AZ
1	Phoenix	-112.0155072	33.65549506	AZ
3	Phoenix	-112.0001367	33.4807558	AZ
1	Phoenix	-112.0743113	33.5006213	AZ
6	Phoenix	-112.0961354	33.5100937	AZ
1	Phoenix	-112.0654671	33.4760486	AZ
6	Phoenix	-112.072853	33.449228	AZ
1	Phoenix	-112.1079817	33.64013001	AZ
8	Phoenix	-112.063434	33.447521	AZ
1	Phoenix	-112.0132474	33.4952249	AZ
1	Phoenix	-112.0566525	33.30509317	AZ
1	Phoenix	-112.0272041	33.5102068	AZ
1	Phoenix	-111.978526	33.583924	AZ
2	Phoenix	-112.089044	33.570376	AZ
1	Phoenix	-112.1175385	33.4631317	AZ
1	Phoenix	-112.0657921	33.4368066	AZ
1	Phoenix	-111.9780516	33.6400245	AZ
1	Phoenix	-111.989954	33.47987	AZ
1	Phoenix	-111.9978433	33.69311393	AZ
3	Phoenix	-112.040116	33.507557	AZ
5	Phoenix	-111.9869515	33.5997996	AZ
1	Phoenix	-111.981506	33.4797129	AZ
1	Phoenix	-112.029562	33.5160662	AZ
2	Phoenix	-112.027016	33.377003	AZ
3	Phoenix	-112.0478991	33.5239465	AZ
4	Phoenix	-112.04725	33.5016589	AZ
1	Phoenix	-111.9947051	33.6267072	AZ
3	Phoenix	-112.079908	33.45496	AZ
2	Phoenix	-112.0754786	33.50982697	AZ
1	Phoenix	-112.1310022	33.6248792	AZ
1	Phoenix	-112.031316	33.643007	AZ
4	Phoenix	-112.099716	33.6419531	AZ
1	Phoenix	-111.977892	33.6040525	AZ
3	Phoenix	-111.9793258	33.4076905	AZ
1	Phoenix	-111.9795988	33.3310474	AZ
1	Phoenix	-112.0712574	33.4484654	AZ
4	Phoenix	-112.0735236	33.47793397	AZ
9	Phoenix	-112.028138	33.510225	AZ
1	Phoenix	-112.0626763	33.6379062	AZ
2	Phoenix	-112.015464	33.466124	AZ
1	Phoenix	-112.0636277	33.5675436	AZ
1	Phoenix	-112.0126576	33.3852119	AZ
1	Phoenix	-112.0378823	33.5092556	AZ
5	Phoenix	-112.1000362	33.5014106	AZ
7	Phoenix	-112.0712734	33.5089938	AZ
7	Phoenix	-112.0734835	33.4772365	AZ
5	Phoenix	-112.202146	33.4952901	AZ
1	Phoenix	-112.1174765	33.5777369	AZ
1	Phoenix	-111.979545	33.640232	AZ
1	Phoenix	-112.0653334	33.48855903	AZ
4	Phoenix	-111.9870563	33.4799838	AZ
1	Phoenix	-112.0776138	33.4824449	AZ
1	Phoenix	-111.9893269	33.4656925	AZ
2	Phoenix	-111.9788325	33.4057406	AZ
2	Phoenix	-112.0321827	33.3779462	AZ
1	Phoenix	-112.086059	33.362881	AZ
5	Phoenix	-112.0207982	33.4953008	AZ
3	Phoenix	-111.9262969	33.6547181	AZ
1	Phoenix	-111.9822853	33.32033249	AZ
1	Phoenix	-112.0743441	33.4504575	AZ
4	Phoenix	-112.0691194	33.4526031	AZ
1	Phoenix	-112.0657857	33.4423368	AZ
1	Phoenix	-112.007296	33.437136	AZ
1	Phoenix	-112.082342	33.654189	AZ
1	Phoenix	-111.954417	33.449186	AZ
2	Phoenix	-112.063844	33.517438	AZ
2	Phoenix	-112.1259291	33.5743434	AZ
7	Phoenix	-112.1139493	33.7134575	AZ
3	Phoenix	-112.0651768	33.5754388	AZ
6	Phoenix	-112.100389	33.488489	AZ
2	Phoenix	-111.9978239	33.47987	AZ
2	Phoenix	-112.1512485	33.8701661	AZ
1	Phoenix	-112.0623802	33.6376847	AZ
1	Phoenix	-112.0373125	33.508406	AZ
1	Phoenix	-111.9807461	33.4224683	AZ
2	Phoenix	-112.0210482	33.6403226	AZ
1	Phoenix	-112.151272	33.48189	AZ
1	Phoenix	-111.97094	33.684479	AZ
1	Phoenix	-112.0650912	33.5643063	AZ
3	Phoenix	-112.0278495	33.5090929	AZ
3	Phoenix	-112.080548	33.510317	AZ
1	Phoenix	-112.0749616	33.5071729	AZ
3	Phoenix	-112.047101	33.530335	AZ
1	Phoenix	-112.0476957	33.4652484	AZ
1	Phoenix	-111.979545	33.640232	AZ
1	Phoenix	-112.1203279	33.6674187	AZ
8	Phoenix	-112.0742162	33.4796505	AZ
1	Phoenix	-111.996111	33.412592	AZ
1	Phoenix	-112.0606337	33.49442904	AZ
1	Phoenix	-111.9746066	33.678615	AZ
1	Phoenix	-112.083543	33.509984	AZ
1	Phoenix	-111.979088	33.584361	AZ
3	Phoenix	-112.0178008	33.6411081	AZ
1	Phoenix	-111.9813513	33.597361	AZ
1	Phoenix	-111.9746066	33.678615	AZ
1	Phoenix	-112.0475385	33.5078595	AZ
1	Phoenix	-112.1858875	33.462094	AZ
2	Phoenix	-111.9945753	33.3044612	AZ
2	Phoenix	-112.08407	33.509755	AZ
1	Phoenix	-112.167615	33.466759	AZ
2	Phoenix	-112.091496	33.6400818	AZ
3	Phoenix	-111.992238	33.305739	AZ
2	Phoenix	-112.0470599	33.5132382	AZ
2	Phoenix	-112.1110064	33.5544649	AZ
1	Phoenix	-112.071339	33.637072	AZ
1	Phoenix	-112.036439	33.602657	AZ
6	Phoenix	-112.091191	33.4798163	AZ
10	Phoenix	-112.0560841	33.4315556	AZ
2	Phoenix	-112.1665462	33.4658782	AZ
1	Phoenix	-112.0723966	33.44874143	AZ
2	Phoenix	-111.9975	33.6914	AZ
1	Phoenix	-111.9767717	33.6790861	AZ
1	Phoenix	-112.11468	33.625922	AZ
1	Phoenix	-112.2919195	33.4947065	AZ
3	Phoenix	-112.0391851	33.5959571	AZ
1	Phoenix	-112.070093	33.4477082	AZ
2	Phoenix	-112.129705	33.6400761	AZ
1	Phoenix	-112.076855	33.488547	AZ
3	Phoenix	-112.0146409	33.5100544	AZ
