business_id	bad_reviews_size	city	name	longitude	latitude	state	
gX-yJJB72zfuzJC_27IwPg	2	Charlotte	Dragon Buffet	-80.9365659	35.145606	NC	
iixLYn4-HwBUvgS4wQmQKQ	1	Las Vegas	Ports O Call Buffet	-115.194370486	36.1165888413	NV	
nfyqtEoufkhjv97IueK7Ow	4	Gilbert	Arriba Mexican Grill	-111.7459158	33.298078	AZ	
EPE3OL8nOMQF-TaKo5H1hw	1	Charlotte	Basil's Restaurant	-80.87991	35.180592	NC	
slOVdfscLkm8QualSl4CGQ	1	Pointe-Claire	Restaurant Athens P C Pizzeria	-73.8100545	45.4584041	QC	
KII5y5iWf7qbNzVlrVLa8A	1	Las Vegas	Regis Signature Salon	-115.1529193	36.1371122	NV	
f6KGn2OyYk6LWEpnUEgerw	9	Las Vegas	Kahunaville Island Restaurant	-115.146372	36.124423	NV	
pkymE_0e7IxrQJhYaGtaCA	1	Henderson	Capriotti's Sandwich Shop	-115.1011919	35.9898074	NV	
Az_IY3TgnOcnh1dXd7GZLg	3	Tempe	Miu's Cuisine	-111.8895322	33.4150511	AZ	
k-j3G8zk-7x6bx4Sl7_hPw	1	Urbana	Super 8 Urbana	-88.217715	40.133726	IL	
wWvInCI38F80lqLvnW26hg	1	Chandler	Señor Taco	-111.842032671	33.2454981779	AZ	
FZMFZ7GEZBpXg7vgjag62Q	2	Surprise	LongHorn Steakhouse	-112.3640582	33.63846	AZ	
FwYIyHrdkkB28wbbEDJ9Hg	2	Las Vegas	Streets of New York	-115.2799856	36.2984179	NV	
eHNQAYAFM2wAII8OyP6wWw	1	Las Vegas	Harrah's Hotel	-115.173467856	36.1228810545	NV	
m_rEr3Vg1-f9Dg-Nag4FWg	1	Tempe	El Pollo Supremo	-111.9429427	33.4216092	AZ	
lqvE9OXtOdtbB_m55U5kGg	2	Pittsburgh	El Burro	-80.006529	40.45588	PA	
zG_wv69bsllw_PWhOmoAKQ	3	Phoenix	Tarbell's	-112.0124434	33.5091275	AZ	
Kle8p08OShKRw5zwH4R1Gg	1	Las Vegas	Vic & Anthony's Steakhouse	-115.144668	36.17062	NV	
40_99L6HTtK_eHHT_tCjmw	4	Surprise	Archie's Deli	-112.3594631	33.6392168	AZ	
cOcVUkT1nYdbliO8Vx5iaA	2	Phoenix	Pleasant Harbor Marina	-112.258515	33.85217	AZ	
5nrEG6lFlKfr-OluekbsTw	1	Anthem	Dara Thai	-112.13774085	33.8645537841	AZ	
uLzb0n7iYbaTZKeta1RDAw	1	Sun City	Nino's Mexican Food Restaurant	-112.287704	33.601138	AZ	
LE-1ZOsjpPh7p95H2l5Fww	1	Phoenix	Federicos Mexican Food	-112.0315646	33.6711501	AZ	
WuCcv_Dyd_1B_1-4jwK7sQ	1	Charlotte	Rí Rá Irish Pub	-80.8415605	35.228075	NC	
lLU7Q9fWurssDHHFUAxmxg	3	Chandler	Lukes Of Chicago	-111.8905049	33.3202869	AZ	
LdBOo8U_ygMIw1lfSJwoUg	1	Las Vegas	D'Amore's Famous Pizza	-115.172501	36.1100668	NV	
X4CnrlflZBDMRzSPWfMBaQ	7	Las Vegas	Terrible's Hotel & Casino	-115.1535379	36.1141583	NV	
vtuPl3gqOrsIJ6qM1ldDWQ	1	Phoenix	Sushi Style	-112.0684427	33.6383625	AZ	
97AFYADGuOJX-mx8YPFZpg	1	Mesa	Grandma's Kitchen	-111.8402581	33.4148655	AZ	
cLojUtqkFpVIHFEvA_5Atw	3	Phoenix	The Breadfruit & Rum Bar	-112.0720114	33.4557075	AZ	
y6sNNP97UCSl_p2o5Wm40A	3	Las Vegas	Paymon's Mediterranean Cafe & Lounge	-115.13823	36.1135943	NV	
zjMJH2iLSHuJZ271I3QrPw	1	Montreal	La Belle Province	-73.5722249	45.4996618	QC	
b3m7PUh16AWtPGrqTfYFlA	1	Charlotte	Showmars Restaurant	-80.8449554443	35.2287941425	NC	
iNvY0zAlaD_ye7Z6rHu-Ug	6	Phoenix	Chicago Hamburger Co	-111.999963	33.495084	AZ	
3kO4E-C1V_rKQ5Uq16_BPA	1	Henderson	Jason's Deli	-115.0413125	36.055938	NV	
-UHDEY88hqUtrTPWfQ5CgQ	1	Tempe	Denny's Restaurant	-111.925863	33.38463	AZ	
ugc287HhOgVukLGZTaX-YQ	1	Mesa	Waldo's BBQ	-111.732283	33.4161281	AZ	
b9fEUyazo9wd4TZeDowAkA	1	Avondale	McDonald's	-112.289686	33.493054	AZ	
FUKRPXgUx9Gm8xo4c9VosQ	1	Tempe	Jimmy John's	-111.9498307	33.349603	AZ	
2qqzGBLM9VFwjIuiEKHspg	1	Phoenix	Bluewater Grill	-112.0449114	33.5101676	AZ	
Q0070Z9KMleHbc-uI1e5MQ	1	Mint Hill	Dunwellz	-80.662766	35.172179	NC	
vpr2y1e3VFRSg6UszEuc0A	4	Pittsburgh	Papa Da Vinci	-79.9554671	40.4346061	PA	
8hnjKa0-bQtvbESv51LoFQ	2	Las Vegas	Raising Cane's	-115.1397463	36.1150242	NV	
kE7hkm4gn8dHvGFwqy6foQ	1	Las Vegas	Second Street Grill	-115.1435262	36.1707639	NV	
B54ozdLlH5ozkwnweskhYg	1	Chandler	Paradise Bakery	-111.86011143	33.2617762685	AZ	
zCWxbKIX6vFlPIqlZso0Mg	2	Matthews	Hops Restaurant Bar & Brewery	-80.7113447	35.1315842	NC	
kK4AzZ0YWI-U2G-paAL7Fg	1	Scottsdale	Crust	-111.9085143	33.5381018	AZ	
tAx3D9RZOkyj0RZN03FTQQ	1	Goodyear	Residence Inn	-112.3589158	33.4687523	AZ	
a1t31qMLd5fQocEjbSJ61A	9	Las Vegas	Noodle Shop	-115.175378778	36.0919409454	NV	
TuuENwzxOFdDLY_oKCbFZw	4	Queen Creek	The Deli	-111.675267535	33.2125748081	AZ	
JBNLnJyrJkhWfFNb3bNr0A	1	Chandler	Bourbon Jacks	-111.8418631	33.3020707	AZ	
nvaAUTTl7oqiJDhuimNG6A	3	Mesa	T.C. Eggington's	-111.8593691	33.3841971	AZ	
LwSNsn2k6v_Nb2dbhP3qsQ	2	Fort Mill	De Marco's Italian Grill	-80.9932098	35.0603957	SC	
MhkZLdUFaHt5SDcQcqOWQg	1	Surprise	Fresh Wasabi Sushi & Grill	-112.3543199	33.6406849	AZ	
QD8wcMoJ7YPBCA5uKA27zg	1	Las Vegas	Ambrosia Café	-115.225806	36.055251	NV	
xTXMD6k3QPjiblnFFG3TvQ	1	Montreal	Chipotle & Jalapeño	-73.558255	45.5180092	QC	
pGUS_Bj4FH-RfLozQslfjA	1	Maricopa	Cilantro's	-112.0467647	33.0712018	AZ	
Pfb6VOIiroqDWOebfgWGPQ	2	Phoenix	Phoenix City Grille	-112.0475118	33.52265	AZ	
SvoJ3Y3uqDfB4iGUaWXh8Q	1	Pittsburgh	Pizza Parma	-79.9985899	40.44389	PA	
EKju94L6tR7kFO9Wthk6CQ	1	Charlotte	Fox & Hound	-80.8487389	35.0545155	NC	
1V-pyoh29KWxVVH-vEbseA	1	Las Vegas	Hawaiian Tropic Zone	-115.1727107	36.1094088	NV	
simnCuMX4OVwIhWaIqL4zA	3	Scottsdale	Red House	-111.8891061	33.5702214	AZ	
c_Hgu6zirKI2l71TAhrTRQ	2	Scottsdale	Scottsdale Waterfront	-111.9266886	33.5029968	AZ	
XWgsRwCgUfd5xDdNwGyMTA	1	Las Vegas	Tacos El Compita #2	-115.2608371	36.1744952	NV	
7PS_ozDjv5NnpdZGcOsDvQ	1	Mesa	Korean BBQ	-111.857802	33.365763	AZ	
KKucN3P6aH84MCfPr56a8g	10	Montréal	Au Pied de Cochon	-73.5743924	45.52221	QC	
M75Mj9JwbL_2dDsyXQiUSw	4	Cave Creek	Cave Creek Tap Haus	-111.9329429	33.8308826	AZ	
c-Pa13Lq1eB0VwLVoyJ7lg	2	Belmont	Sub Corral Sandwich Shop	-81.025964	35.251298	NC	
aNuyJOFNrb-d71amzPpxlw	1	Phoenix	Twin Peaks	-112.035636	33.507982	AZ	
dF-u2E0ZFAZMlAlsTjHz2A	1	Las Vegas	Applebee's	-115.2435598	36.1252746	NV	
YiJbDWMD7vv52p1mkTYM4w	1	Pittsburgh	Mantini's Woodfired	-79.98595	40.428952	PA	
heyprN6HwLYVWINXd2z3OQ	3	Glendale	Biscuits Café	-112.187	33.6616704883	AZ	
W4cHF12due10J7xevvjvPw	1	Madison	Sa-Bai Thong West	-89.5004346	43.0571253	WI	
WtCsHjZVF83TNTieRkFxZw	1	Gilbert	Casanova Brothers Pizza	-111.7561394	33.3674505	AZ	
JGEJCYz7gbnOtxbgXB-zSg	2	Las Vegas	Hong Kong Garden Seafood & BBQ Cafe	-115.225011	36.1271853	NV	
K9Bv1h5BQPXZFl2Q0FnXrw	3	Las Vegas	Red Lobster	-115.2065845	36.1716799	NV	
_aRnypLaHgZ7E9wZqHilOg	1	Las Vegas	Gyro Time	-115.11937	36.085343	NV	
NHy-HT-FI305jqgyeIWPCQ	1	Tempe	Tempe Tavern	-111.9082253	33.4148601	AZ	
wFN75sAjpPpYnf0De8QssA	4	Las Vegas	Paradise Buffet & Cafe Restaurant	-115.143347	36.171127	NV	
XKI-Wu5BMTp4HZy6k7FBmg	5	Las Vegas	Those Guys Pies	-115.2843553	36.1385152	NV	
UjAj7SjUQg8znkwk_gaDJw	3	Las Vegas	Bobby's Burger Palace	-115.173315049	36.1058300263	NV	
rB6IWv6mW2IVjvgfvNGdHg	3	Pittsburgh	Casa Reyna	-79.9833236	40.4516855	PA	
sD38Tp5O4W06Bx-DxeW9oQ	4	Las Vegas	barMASA	-115.176914489	36.106655614	NV	
bFIa5GWBFcyhHJOMctO6XA	1	Mesa	Nando's Mexican Cafe	-111.685933	33.465904	AZ	
gBexinoctpKpwhyxAMZ_wA	1	Phoenix	Long Wongs	-112.2208861	33.480276	AZ	
6svqiMcmS-tolyzsz2S4-Q	4	Tempe	Salut Kitchen Bar	-111.914915	33.421413	AZ	
UIGFrEcoDsw05I1UOrxdOA	1	Chandler	Cyclo Vietnamese Cuisine	-111.875221	33.306501	AZ	
r3r_bAfa6pZKIhQB82FizQ	4	Phoenix	PastaBAR	-112.0722832	33.4558709	AZ	
wr3bTAXlo6aB5LIbIx6ueQ	3	Charlotte	Kickstand Burgers & Bar	-80.8192399	35.22178	NC	
y8a480EiwWikqlR1inkGxg	1	Tempe	Sushi Time	-111.9285013	33.3792532	AZ	
CQHKoO91ivQJ9hFDCFdSSw	1	Mesa	Jimbo's Good Times Grill	-111.6995673	33.4157036	AZ	
zyI8_HQPEwkJ22WMb9ILVQ	3	Avondale	Johnny Rockets	-112.279586792	33.4667028066	AZ	
b9WZJp5L1RZr4F1nxclOoQ	1	Carnegie	Gab & Eat	-80.0847998	40.3967441	PA	
oZsWYLfvLBJoonvxObDWtw	1	Las Vegas	Cheeseburger At the Oasis	-115.146372	36.124423	NV	
MCFxbw9hQYejyvg59T44TA	2	Charlotte	The World Famous Open Kitchen	-80.863368	35.229312	NC	
MLD-FXAHLbdiHOcyeoW-Fg	1	Madison	Jenifer Street Market	-89.351502	43.0903644	WI	
cnugQPvKa5Mq0bHj145gjg	2	North Las Vegas	Pasta China	-115.114646355	36.2395853666	NV	
VnR-KYOHlQX-aFMkaY686Q	1	Las Vegas	Dim Sum Cafe	-115.3148095	36.1219011	NV	
BH4ky1-owYRtIKRZ0bw9Rw	1	Las Vegas	K-bop Korean Tapas Restaurant	-115.297923	36.1122889	NV	
m0FLMyymdBRHin2xaTqkLw	1	Pittsburgh	TGI Friday's	-79.993848873	40.445467035	PA	
qw8tzQGrA0lGgDBsMHAr9w	4	Glendale	Genghis Grill - The Mongolian Stir Fry	-112.171506291	33.6551461189	AZ	
_xeigHhwNOB6N1if3lQO3w	1	Madison	Olive Garden Italian Restaurant	-89.504506	43.060328	WI	
BVtHYiNpte5Ldk1gMO0fEg	1	Tempe	Suki Hana	-111.964558	33.3852846	AZ	
OmxAvtMyIvCVm16NFIOOUA	2	Phoenix	TGI Friday's	-111.974484	33.679015	AZ	
d24w8_TEu1QamA3qFI5JMw	1	Cottage Grove	Black Bear Inn	-89.206333	43.086641	WI	
OzZhMnqlW87Vw9wnhnIlkg	1	Las Vegas	Rice Trax Teriyaki Grill	-115.2433426	36.0471607	NV	
QzC9ePNTrJ5QQwehsmMAWA	1	Glendale	La Perla Cafe	-112.187351	33.538949	AZ	
qXOAl1zrwUufSGlUWGvA2A	1	Las Vegas	Vegas Best Pizza	-115.155708	36.102907	NV	
oU968d4WjL0dgk_8qq5BXw	1	Glendale	Carl's Jr.	-112.1689384	33.6107365	AZ	
0lQDOFqEVB1LQhkS2kN1RA	2	Las Vegas	Griddlecakes	-115.2253774	36.2171468	NV	
gXkv-2CPQFs1iggbftTl_g	2	Charlotte	Wet Willie's	-80.8451103	35.2389057	NC	
VpW40mznMS43CqdbelX2wA	1	Phoenix	Giuseppe's On 28th	-112.0205287	33.4962555	AZ	
aBjgE5pLhtz4RGGR-IWpGA	1	Tempe	Betito's Mexican Restaurant	-111.909072876	33.3918914795	AZ	
oY71G_AaKlF4Il-gt4L2OQ	1	Tempe	Pier 54	-111.919769253	33.3755635248	AZ	
9RjCCr66IBiP_mZQcYGejg	1	Las Vegas	Burger King	-115.2873742	36.2842642	NV	
Zd4ahFQYdVAXh4d9HO_xVA	2	Pittsburgh	Crystal On Penn	-79.9922519	40.446124	PA	
bxuKrGz1C4kXm_kjILdfAA	1	Mesa	Sprouts Farmers Market	-111.718076	33.392263	AZ	
OJG6XEdu2EB60r6OxLFsCg	1	Mesa	Wholly Grill	-111.875779	33.413158	AZ	
bTMLV6_HVljV2EAMqJJhsg	1	Charlotte	Kalu	-80.8362889	35.225217	NC	
lbDBVMkpSKaVgEU9tJOq2A	3	Las Vegas	Fuddruckers	-115.309246321	36.1135431776	NV	
1vQLTKwmcmZXtNzfKEvMmA	2	Pittsburgh	Benihana	-80.070269	40.392287	PA	
J1Oi8wybu3BYYc2-I2ynPg	1	Las Vegas	Garduños	-115.2067011	36.1104125	NV	
IgzJjFDZX4h71wG-fAVg7A	1	Montreal	Resto La Grand-Mère Poule	-73.5769487	45.5304534	QC	
B7uAc4QniaWjtIS6R0L0Qw	1	Gilbert	Swirl It Self Serve Froyo	-111.7598587	33.306222	AZ	
fphcaoXU9ywS5t3zEqYyvA	1	Las Vegas	Mimi's Cafe	-115.2918681	36.1576804	NV	
MQqf0EPF7TOte49T2Op2Kw	1	Las Vegas	Narita Sushi Bar	-115.250331	36.219859	NV	
xWnS17JRqB2Cjdgfncnnng	1	Chandler	Fired Pie	-111.8905049	33.3202869	AZ	
26ecLqpDHrB3socZGfDuhQ	1	Las Vegas	Showtime Tours	-115.159218994	36.1546583395	NV	
Fo424KetiOnQp0DVJooYMw	3	Scottsdale	Millennium Resort and Villas Scottsdale	-111.9247993	33.5479573	AZ	
pT5Ypm8isz6bn4esMIspPQ	2	Charlotte	Saffron Indian Cuisine	-80.933611	35.137552	NC	
F_0Sc_Q9vbLcaFKAOXA_zw	1	Montreal	Hotel Quartier Latin	-73.5649626	45.5157906	QC	
2bFrNEhlNjFA7aqJyYBXmw	1	Pittsburgh/S. Hills Galleria	Mitchell's Fish Market	-80.05004	40.35592	PA	
VxVAiFfnw8mxXEdW7_MHgg	2	Phoenix	The Ol Pizzeria & Cafe	-112.0989931	33.5813148	AZ	
ilJiRYZgxjrEu2iexKu-pQ	5	Scottsdale	Loco Patron	-111.926476	33.497755	AZ	
KHtaNwoAG76qK6BIYGYJvQ	1	Tempe	Enterprise Rent-A-Car	-111.961509	33.344793	AZ	
BcgeVKa6S48N2-U0IfM-VA	2	Las Vegas	Public House	-115.174970342	36.0954151675	NV	
KhWaq3lGLEUQjwJkMZHG_Q	1	Las Vegas	El Pollo Loco	-115.180591	36.238856	NV	
UYevHYVssQ2zFyM1rvHIDA	1	Henderson	TownePlace Suites by Marriott	-115.04911	36.0262345	NV	
_ql42UadWUh9SgU09_c2mQ	2	Scottsdale	Pei Wei	-111.9244817	33.566109	AZ	
7HYRFdeKs3BJShmOOHPBoA	4	Pittsburgh	Cuzamil Restaurante Mexicano	-79.922885	40.4334602	PA	
e8FMAuTswDueAlLsNyLhcA	5	Scottsdale	Daily Dose	-111.926461	33.494238	AZ	
22xuKtFKYUXhTbIjkxGFQw	1	Las Vegas	Meskerem Ethiopian Restaurant & Market	-115.160359	36.1331149	NV	
Y3a3RkR97J_ReiKgiMXeJg	1	Phoenix	Pointe In Tyme	-112.062583	33.601202	AZ	
A1hqUVCcjRJb3PB96QFY0w	1	Las Vegas	Mariana's Supermarket	-115.1901021	36.1442441	NV	
ivi5jHjmf2uV8faGJ9Rfig	1	Las Vegas	Sultan's Grill	-115.304292386	36.1930712878	NV	
bZkRR9-BnwE-sb1ql7WPJg	1	Mesa	The Good Egg - Val Vista	-111.7533458	33.3806444	AZ	
upmnxJvYe5aOYE9wVNkGaw	1	Las Vegas	Presidential Limousine	-115.1625518	36.147817	NV	
FX5mDx1QR31IoCZznjJJ5w	1	Scottsdale	Hot Dog Stop	-111.923569083	33.6352362336	AZ	
uyg5_fHXJe837GXd-4yiSQ	3	Maricopa	Native Grill & Wings	-112.046226	33.072097	AZ	
GYFQk4T2itW5O8lFocAzOA	2	Montreal	Les Folies de Montréal	-73.5818103	45.5253375	QC	
NYwMTKUPCojSbzAucMCc1Q	1	Pittsburgh	Hello Bistro	-79.978196	40.428359	PA	
Iube_qb30CQ7iRBefxFs4g	1	Las Vegas	Roberto's Taco Shop	-115.065915	36.240154	NV	
hMX4U1Ie3_PLCOQM2-BnDQ	6	Las Vegas	The California Hotel & Casino	-115.145561658	36.1724245522	NV	
A9acBFCTT87z9pXngUwN8g	1	Tempe	Fiddlesticks Family Fun Park	-111.956354	33.34723	AZ	
DnZkFbDjnts5ABUUA9QuVg	1	Las Vegas	Guthrie's	-115.2431576	36.2184241	NV	
w5CX5GRNwZ5ktzDMsdxRfw	1	Las Vegas	Red Mango	-115.152093	36.1088013	NV	
WlHYCp12hzbbJY2B_xWpuA	1	Peoria	Mike's Rigatoni Bistro	-112.23077	33.636529	AZ	
qQw1b6f6eLu3pmVDLw3e3Q	3	Tempe	Zipps Sports Grill	-111.94049	33.423411	AZ	
0-lJQCSwnHmIczjcSw_N_g	1	Mesa	Kokobelli Bagel Cafe	-111.6846403	33.3950097	AZ	
zwHM6hz8swKIG-4-BSKMPA	2	Phoenix	Culver's	-111.9863276	33.6002388	AZ	
I3KRHQvoLB6O_MZ2-UpynQ	1	Phoenix	Pink Lotus Express	-112.1341515	33.6555982	AZ	
Lj_3EwHHkMsbQt1Sxa5Tdw	8	Las Vegas	The Hush Puppy	-115.2502497	36.1585717	NV	
VYCbveCk-j4UR_aSTuASJA	1	Las Vegas	Village Pub & Casino	-115.2684309	36.2067752	NV	
SBgPQkiZZiaLRe0CBHThUQ	1	Mesa	SuperFarm SuperTruck	-111.653307009	33.350782315	AZ	
HvGfGAi-Vdd3IkiD9CC0mQ	1	Las Vegas	Panda Express	-115.138061	36.119493	NV	
E0Gi93pSbrJVnQcV8JE8RQ	1	Phoenix	Red Tomato	-111.977849	33.494238	AZ	
hPcvSu-DkZ_s0vwM-NktGg	1	Pointe-Claire	Cabine M	-73.7508919	45.4578596	QC	
hcFlvyDQq-1izciN8bxCQA	1	Fort Mill	China II	-80.9894419	35.0591309	SC	
4jf5PMaxpcgA_fhirn5GgA	2	Gilbert	Serrano's Mexican Food Restaurants	-111.7557338	33.3677452	AZ	
EB8dZMU1ZYcOCiZxMMeIbw	2	Las Vegas	Extended Stay America - Las Vegas - Midtown	-115.137622	36.135016	NV	
CFn7GmaM2KDw8b-_RDy1LA	1	Scottsdale	Courtyard Scottsdale at Mayo Clinic	-111.790029	33.583442	AZ	
u5BeVgTyqYPowJpRt5bnJA	1	Chandler	Wash Works Laundry Center	-111.8414477	33.2968438	AZ	
1hTBIFVqHfI1hRpdS8iIgg	2	Surprise	Vogue Bistro	-112.3925752	33.6081204	AZ	
toDZ6L_a_0lWU9O1JtQRGg	1	Glendale	Dunkin' Donuts	-112.2017416	33.6705648	AZ	
Qrqi9uBLZA37CWLlzYBfUA	1	Edinburgh	Jekyll & Hyde	-3.198144	55.9545211	EDH	
yJr24Yy1K6bt2G9fX3_zPA	2	Phoenix	Havana Cafe	-111.9885861	33.5092093	AZ	
-j68F3i6vq1K7Fj9HuncHQ	1	Las Vegas	The SLS Buffet	-115.1578748	36.1427564	NV	
6ilJq_05xRgek_8qUp36-g	2	Munhall	Steak 'n Shake	-79.9044562	40.413496	PA	
kAid56AY_laxGYslMdsYJw	2	Charlotte	Brixx Wood Fired Pizza	-80.8388937	35.2274621	NC	
5vgmIwBB48fwo_WC8vGiXA	1	Chandler	Ninja Japanese Restaurant	-111.8595356	33.3399193	AZ	
X21MFby16iSYdyf-Ywa6pg	1	Charlotte	Lure Oyster Bar	-80.8122058	35.0538139	NC	
uL_kqSm8ZqJ_3U88uwA8tw	1	Phoenix	Sportsman's Fine Wines & Spirits	-112.0124727	33.5098759	AZ	
bEQjf7c-9qkNWgXvriSGZw	4	Chandler	Wonderful Wanda's	-111.951499	33.304845	AZ	
Xsp9Dy4PQgAssCVk2-f73w	4	Las Vegas	Lee's Sandwiches	-115.192033683	36.126144295	NV	
lytsOcdjCk9KTf20eHbBFQ	8	Las Vegas	Burke in the Box	-115.13919837	36.0828221335	NV	
eHD1iu4B5yd_wj_uiSapzQ	4	Las Vegas	Xtreme Sushi	-115.2069805	35.995344	NV	
_EUbTaB4OUWoIcC6wc8_8g	1	Mesa	Papa Murphys	-111.75432	33.3941329	AZ	
egxS3LZ9hu2_rWeft9QhHA	2	Montréal	Fairmont The Queen Elizabeth	-73.5680258274	45.5004666634	QC	
NaKzzDKN79r9D-fMxfUZmA	1	Edinburgh	Edinburgh Airport	-3.36443424225	55.9482806844	EDH	
iZpgRNPogioU5sEaDyl5uw	2	Tempe	Chopstick Express	-111.9277022	33.3637468	AZ	
jRfdz5voj40P6WS9L54caw	6	Scottsdale	The Herb Box	-111.9276907	33.4993828	AZ	
oly8HWl0MtuioFWKPINIFg	4	Chandler	Cheddar's	-111.883427627	33.3052988969	AZ	
yQoBnikspv_r4Te7SfzlOw	1	Henderson	Chuck E. Cheese's	-115.0517654	36.0634831	NV	
TUD0E_iuWDSrEWIl0wsQOQ	1	Montreal	SpringHill Suites Old Montreal	-73.5545512	45.5063599	QC	
gKfE5YXo-IuXu9ZJrtkBHg	1	Mesa	Stratum Laser Tag	-111.8046789	33.387955	AZ	
3wLLf8wRqD1ZQowi9aZSoA	1	Scottsdale	Grassroots Kitchen & Tap	-111.8990372	33.5551911	AZ	
th4uGmjyjPnQpN-ukf20PA	1	Madison	Ha Long Bay Vietnamese & Thai Bistro	-89.3607155	43.0855448	WI	
1yxoQFeyux1Ig3qqCWKzGA	2	Las Vegas	Robertos Taco Shop	-115.047806638	36.1452736668	NV	
vBaR0t974nRbvd5tg9lhYQ	2	Las Vegas	Macayo's Mexican Restaurant	-115.270792	36.143312	NV	
xzBR6vH_zx1HamX1cFFu-g	1	Nellis Afb	McDonald's	-115.061624	36.236883	NV	
htIMKHDjCIHJALQOdY1keA	4	Las Vegas	Xo Chinese Food	-115.267744	36.0209438	NV	
DAC0-UTMKjz_mFh-cQ8EAQ	2	Concord	Dave & Buster's	-80.7228232	35.3728121	NC	
y10TI41b1fNeyjCmxmORwg	1	Charlotte	Zucca Pizza Tavern	-80.8612203598	35.208494401	NC	
Z3qmQ6N4VEudR45exSHrTg	2	Madison	Mickey's Tavern	-89.3587809	43.087935	WI	
Y6vZpT6FB7uQftDGf9jaDA	1	Glendale	Ginger China Bistro	-112.1888101	33.6546363	AZ	
n0OIZOmu5rOWSJ0-l4b6mw	2	Fort McDowell	Red Rock Buffet	-111.678860486	33.5830586404	AZ	
W6R2sYBE6Onk6DQodQkXZQ	1	Lasalle	Boston Pizza	-73.609126	45.448478	QC	
LnHFi_AulCl08JFH9x-9dQ	2	Montréal	Shahrazad Resto-Cafe	-73.5744624	45.496725	QC	
JUe_TAe9T9MZXutb5fblDg	1	Phoenix	Papa John's Pizza	-112.077889	33.4802381	AZ	
IyCwqORkMSmK4mAgAFHgnA	1	Las Vegas	Firefly on Paradise	-115.1545992	36.1199703	NV	
aZxOgq88dKetB2ahJsRRQQ	1	Mesa	Don Camaron	-111.869168	33.414617	AZ	
